REF_ID;ORDEMBD;STUDY_AIM;SPECIES;SP_ORIGIN;SITE;AREA_HA;MUNICIPALITY;STATE;COUNTRY;Longitude;Latitude;PRECISION;UC;ANNUAL_TEMP;ANNUAL_RAIN;ALTITUDE;VEG_TYPE;BUFFER_20KM;OLSONECONAME;OLSONG200R;RIBEIROVEGTYPE;BSRS;METHOD;COL_STRT_MO;COL_STRT_YR;COL_END_MO;COL_END_YR;LTR_EFF;CAM_EFF;SURV_EFF
Unpublished data. Ferreira, A. S.;FerreiraA_2;COMM;Leontopithecus chrysomelas;Autochtone;Mata Riachuelo;80;ILHEUS;BAHIA;Brazil;-39182229,00;-14678481,00;Precise;No;25.2;1665;39;Atlantic forest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;May;2017;July;NA;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_20;COMM;Callithrix kuhlii;Autochtone;Fazenda Santa Maria;NA;UNA;BAHIA;Brazil;-39247651,00;-15196274,00;Precise;No;25.3;1347;82;Cacao Agroforest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;February;2017;September;NA;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_21;COMM;Leontopithecus chrysomelas;Autochtone;Fazenda Santa Maria;NA;UNA;BAHIA;Brazil;-39247651,00;-15196274,00;Precise;No;25.3;1347;82;Cacao Agroforest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;February;2017;September;NA;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_3;COMM;Callithrix kuhlii;Autochtone;Mata Apolo;NA;ILHEUS;BAHIA;Brazil;-39189916,00;-14642373,00;Precise;No;25.7;1694;20;Atlantic forest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;May;2017;July;NA;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_4;COMM;Sapajus xanthosternos;Autochtone;Mata Apolo;NA;ILHEUS;BAHIA;Brazil;-39189916,00;-14642373,00;Precise;No;25.7;1694;20;Atlantic forest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;May;2017;July;NA;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_5;COMM;Callithrix kuhlii;Autochtone;Mata Jueirana;NA;UNA;BAHIA;Brazil;-39146331,00;-15212483,00;Precise;No;25.3;1459;35;Atlantic forest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;February;2017;August;NA;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_6;COMM;Leontopithecus chrysomelas;Autochtone;Mata Jueirana;NA;UNA;BAHIA;Brazil;-39146331,00;-15212483,00;Precise;No;25.3;1459;35;Atlantic forest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;February;2017;August;NA;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_7;COMM;Leontopithecus chrysomelas;Autochtone;Mata Ecoparque(ponto1);NA;UNA;BAHIA;Brazil;-39070573,00;-1514416,00;Precise;No;25.4;1609;10;Atlantic forest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;February;2017;August;NA;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_8;COMM;Leontopithecus chrysomelas;Autochtone;Mata Ecoparque(ponto2);NA;UNA;BAHIA;Brazil;-39054337,00;-15169651,00;Precise;No;25.5;1634;6;Atlantic forest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Camera trap;February;2017;August;NA;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_9;COMM;Callithrix kuhlii;Autochtone;Reserva Biologica de Una(ponto1);NA;UNA;BAHIA;Brazil;-3908238,00;-15180899,00;Precise;Yes;25.4;1583;15;Atlantic forest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Camera trap;April;2017;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_1;COMM;Alouatta guariba;NA;Fazenda Capao da Lagoa;NA;CAPAO ALTO;SANTA CATARINA;Brazil;-50659162,00;-28197033,00;Not precise;No;20.4;1649;988;Mixed Ombrophilous forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;April;2009;April;2009;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_10;COMM;Sapajus nigritus;NA;Fazenda Monte Alegre;NA;TELEMACO BORBA;PARANA;Brazil;-5040622,00;-24180973,00;Not precise;No;21.8;1357;891;Semideciduous forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;2009;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_100;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;ITURAMA;MINAS GERAIS;Brazil;-50315581,00;-19809076,00;Not precise;No;25.3;1233;377;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_101;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;ITURAMA;MINAS GERAIS;Brazil;-5024767,00;-19851373,00;Not precise;No;25.4;1214;380;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_102;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;CARDOSO;SAO PAULO;Brazil;-4994164,00;-19962538,00;Not precise;No;25.1;1196;389;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_103;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;PONTES GESTAL;SAO PAULO;Brazil;-49768006,00;-20086635,00;Not precise;No;25.5;1177;402;"Cerradão; Semideciduous";inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_104;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;CARDOSO;SAO PAULO;Brazil;-49945977,00;-19947014,00;Not precise;No;25.5;1189;389;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_105;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;INDIAPORA;SAO PAULO;Brazil;-50205668,00;-19891664,00;Not precise;No;25.2;1205;389;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_106;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;INDIAPORA;SAO PAULO;Brazil;-50325614,00;-19881839,00;Not precise;No;25.4;1213;374;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_107;COMM;Alouatta caraya;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;IACANGA;SAO PAULO;Brazil;-49052667,00;-21779411,00;Not precise;No;24.8;1207;449;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_108;COMM;Alouatta caraya;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;PIRAJUI;SAO PAULO;Brazil;-49195263,00;-21708,00;Not precise;No;25;1233;425;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_109;COMM;Alouatta caraya;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;PROMISSAO;SAO PAULO;Brazil;-49749414,00;-21334199,00;Not precise;No;24.9;1189;406;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Agua;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_11;COMM;Alouatta guariba;NA;Fazenda Monte Alegre;NA;TELEMACO BORBA;PARANA;Brazil;-50380355,00;-24183381,00;Not precise;No;22.1;1340;901;Semideciduous forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;2009;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_110;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;SALES;SAO PAULO;Brazil;-49443449,00;-21303443,00;Not precise;No;25.1;1187;449;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Areas de Tensao Ecologica;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_111;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;SALES;SAO PAULO;Brazil;-49443449,00;-21303443,00;Not precise;No;25.1;1187;449;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Areas de Tensao Ecologica;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_112;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Barra Bonita;NA;BARRA BONITA;SAO PAULO;Brazil;-48480196,00;-2252581,00;Not precise;No;23.6;1284;446;Semideciduous forest;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Agua;Florestas de Interior;Survey;March;2015;March;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_113;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Barra Bonita;NA;BARRA BONITA;SAO PAULO;Brazil;-48479101,00;-2252777,00;Not precise;No;23.6;1284;446;Semideciduous forest;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Agua;Florestas de Interior;Survey;March;2015;March;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_114;COMM;Alouatta guariba;Autochtone;Entorno do Reservatorio da UHE Barra Bonita;NA;ANHEMBI;SAO PAULO;Brazil;-4819273,00;-22674108,00;Not precise;No;23.4;1261;458;Semideciduous forest;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Savana;Florestas de Interior;Survey;March;2015;March;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_115;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Barra Bonita;NA;BARRA BONITA;SAO PAULO;Brazil;-48475751,00;-22524946,00;Not precise;No;23.8;1282;446;Semideciduous forest;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Agua;Florestas de Interior;Survey;March;2015;March;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_116;COMM;Alouatta guariba;Autochtone;Entorno do Reservatorio da UHE Ibitinga;NA;AREALVA;SAO PAULO;Brazil;-48891712,00;-22004447,00;Not precise;No;24.5;1170;447;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;April;2015;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_117;COMM;Alouatta guariba;Autochtone;Entorno do Reservatorio da UHE Ibitinga;NA;AREALVA;SAO PAULO;Brazil;-48891712,00;-22004447,00;Not precise;No;24.5;1170;447;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;April;2015;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_118;COMM;Alouatta guariba;Autochtone;Entorno do Reservatorio da UHE Ibitinga;NA;AREALVA;SAO PAULO;Brazil;-48902028,00;-22007596,00;Not precise;No;24.4;1168;447;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;April;2015;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_119;COMM;Alouatta guariba;Autochtone;Entorno do Reservatorio da UHE Ibitinga;NA;IACANGA;SAO PAULO;Brazil;-48909543,00;-21876473,00;Not precise;No;24.5;1193;436;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;April;2015;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_12;COMM;Sapajus nigritus;NA;Fazenda Monte Alegre;NA;RESERVA;PARANA;Brazil;-51105196,00;-24450358,00;Not precise;No;22.1;1565;609;"Semideciduous forest; Mixed Ombrophilous forest";inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;2009;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_120;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;PROMISSAO;SAO PAULO;Brazil;-4974939,00;-21333674,00;Not precise;No;24.9;1189;406;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Agua;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_121;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;PROMISSAO;SAO PAULO;Brazil;-4974939,00;-21333674,00;Not precise;No;24.9;1189;406;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Agua;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_122;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;NOVO HORIZONTE;SAO PAULO;Brazil;-49251281,00;-21651926,00;Not precise;No;25;1249;444;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_123;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;NOVO HORIZONTE;SAO PAULO;Brazil;-49251281,00;-21651926,00;Not precise;No;25;1249;444;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_124;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;CAFELANDIA;SAO PAULO;Brazil;-49390091,00;-21559131,00;Not precise;No;24.8;1235;432;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_125;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;CAFELANDIA;SAO PAULO;Brazil;-49390091,00;-21559131,00;Not precise;No;24.8;1235;432;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_126;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;IACANGA;SAO PAULO;Brazil;-49050914,00;-2177678,00;Not precise;No;24.8;1207;452;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_127;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;NOVO HORIZONTE;SAO PAULO;Brazil;-49348572,00;-21533552,00;Not precise;No;24.9;1237;434;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_128;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;CAFELANDIA;SAO PAULO;Brazil;-49395142,00;-21564337,00;Not precise;No;24.8;1235;432;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_129;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;IRAPUA;SAO PAULO;Brazil;-49438708,00;-21287844,00;Not precise;No;24.8;1186;453;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Areas de Tensao Ecologica;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_13;COMM;Sapajus nigritus;NA;Fazenda Monte Alegre;NA;TELEMACO BORBA;PARANA;Brazil;-50529321,00;-24348039,00;Not precise;No;21.6;1385;747;Pine forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Araucaria;Survey;NA;2009;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_130;COMM;Alouatta caraya;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;NOVO HORIZONTE;SAO PAULO;Brazil;-49251125,00;-21652033,00;Not precise;No;25;1249;444;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_131;COMM;Alouatta caraya;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;IACANGA;SAO PAULO;Brazil;-49047449,00;-2177776,00;Not precise;No;24.9;1206;452;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_132;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;CAFELANDIA;SAO PAULO;Brazil;-49389623,00;-2155872,00;Not precise;No;24.8;1235;432;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_133;COMM;Alouatta caraya;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;IACANGA;SAO PAULO;Brazil;-49050848,00;-21776689,00;Not precise;No;24.8;1207;452;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_134;COMM;Alouatta guariba;Autochtone;Entorno do Reservatorio da UHE Barra Bonita;NA;ANHEMBI;SAO PAULO;Brazil;-48193879,00;-22666411,00;Not precise;No;23.3;1268;458;Semideciduous forest;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Savana;Florestas de Interior;Survey;March;2015;March;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_135;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Barra Bonita;NA;ANHEMBI;SAO PAULO;Brazil;-48191689,00;-22674604,00;Not precise;No;23.4;1261;458;Semideciduous forest;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Savana;Florestas de Interior;Survey;March;2015;March;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_136;COMM;Alouatta guariba;Autochtone;Entorno do Reservatorio da UHE Ibitinga;NA;AREALVA;SAO PAULO;Brazil;-48891712,00;-22004447,00;Not precise;No;24.5;1170;447;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;April;2015;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_137;COMM;Alouatta guariba;Autochtone;Entorno do Reservatorio da UHE Ibitinga;NA;AREALVA;SAO PAULO;Brazil;-48902028,00;-22007596,00;Not precise;No;24.4;1168;447;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;April;2015;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_138;COMM;Alouatta guariba;Autochtone;Entorno do Reservatorio da UHE Ibitinga;NA;IACANGA;SAO PAULO;Brazil;-48909543,00;-21876473,00;Not precise;No;24.5;1193;436;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;April;2015;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_139;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;INDIAPORA;SAO PAULO;Brazil;-5020617,00;-19884844,00;Not precise;No;25.2;1205;389;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_14;COMM;Alouatta guariba;NA;Fazenda Monte Alegre;NA;TELEMACO BORBA;PARANA;Brazil;-50522572,00;-24154322,00;Not precise;No;21.5;1391;783;Eucaliptus forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;2009;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_140;COMM;Alouatta caraya;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;ITURAMA;MINAS GERAIS;Brazil;-50247577,00;-19850803,00;Not precise;No;25.4;1214;380;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_141;COMM;Alouatta caraya;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;PONTES GESTAL;SAO PAULO;Brazil;-49768006,00;-20086635,00;Not precise;No;25.5;1177;402;"Cerradão; Semideciduous";inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_142;COMM;Sapajus sp.;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;PONTES GESTAL;SAO PAULO;Brazil;-49768006,00;-20086635,00;Not precise;No;25.5;1177;402;"Cerradão; Semideciduous";inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_143;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;INDIAPORA;SAO PAULO;Brazil;-50206481,00;-19891604,00;Not precise;No;25.2;1205;389;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_144;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Bariri;NA;BORACEIA;SAO PAULO;Brazil;-4873114,00;-22174529,00;Not precise;No;24.4;1201;443;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;July;2015;April;NA;NA;NA;NA
